"";"country";"Year";"GDP_per_capita";"life_expectancy";"population";"continent";"child_per_woman";"child_mortality";"health_spend";"maternal_mortality"
"355";"Nepal";1802;654;32,8;3880000;"Asia";6,15;407;NA;NA
"356";"Netherlands";1802;4390;39,9;2260000;"Europe";5,11;324;NA;NA
"357";"New Zealand";1802;658;34;1e+05;"Oceania";5,25;391;NA;NA
"358";"Nicaragua";1802;973;25,4;219000;"Americas";6,16;509;NA;NA
"359";"Niger";1802;446;30,8;1240000;"Africa";6,83;433;NA;NA
"360";"Nigeria";1802;854;30,4;12100000;"Africa";6,55;438;NA;NA
"361";"Norway";1802;1280;38,4;878000;"Europe";3,91;336;NA;NA
"362";"Oman";1802;916;32,3;318000;"Asia";6,88;414;NA;NA
"363";"Pakistan";1802;1020;25,8;13200000;"Asia";6,59;502;NA;NA
"364";"Panama";1802;847;32,9;78800;"Americas";5,36;406;NA;NA
"365";"Paraguay";1802;835;35,5;143000;"Americas";6,49;374;NA;NA
"366";"Peru";1802;1200;35,7;1310000;"Americas";6,82;372;NA;NA
"367";"Philippines";1802;962;30,9;1890000;"Asia";6,38;432;NA;NA
"368";"Poland";1802;1220;35,9;9600000;"Europe";6,25;369;NA;NA
"369";"Portugal";1802;1680;35,6;3060000;"Europe";4,5;373;NA;NA
"370";"Romania";1802;815;35,7;5550000;"Europe";5,22;372;NA;NA
"371";"Rwanda";1802;432;25;928000;"Africa";7,07;420;NA;NA
"372";"Sao Tome and Principe";1802;853;31;22700;"Africa";6,23;445;NA;NA
"373";"Saudi Arabia";1802;847;32,1;2090000;"Asia";6,86;416;NA;NA
"374";"Senegal";1802;497;25,2;1010000;"Africa";5,7;512;NA;NA
"375";"Serbia";1802;1360;35,5;2150000;"Europe";5,9;374;NA;NA
"376";"Sierra Leone";1802;734;25,1;794000;"Africa";5,72;514;NA;NA
"377";"Singapore";1802;1020;29,1;30000;"Asia";5,46;456;NA;NA
"378";"Slovak Republic";1802;1430;36,4;2140000;"Europe";5,94;363;NA;NA
"379";"Slovenia";1802;1410;36,6;470000;"Europe";4,91;361;NA;NA
"380";"Somalia";1802;695;29,4;992000;"Africa";6,87;452;NA;NA
"381";"South Africa";1802;1480;33,5;1450000;"Africa";6,47;398;NA;NA
"382";"Spain";1802;1520;29,5;11600000;"Europe";5,13;451;NA;NA
"383";"Sri Lanka";1802;898;32,6;1210000;"Asia";5,68;410;NA;NA
"384";"Sudan";1802;518;31,4;4e+06;"Africa";6,64;425;NA;NA
"385";"Swaziland";1802;490;32,3;86000;"Africa";6,71;414;NA;NA
"386";"Sweden";1802;1470;40,2;2360000;"Europe";4,5;283;NA;NA
"387";"Switzerland";1802;2700;38;1840000;"Europe";4,14;345;NA;NA
"388";"Syria";1802;1080;31,1;1340000;"Asia";6,85;429;NA;NA
"389";"Tanzania";1802;562;32,2;3020000;"Africa";6,74;415;NA;NA
"390";"Thailand";1802;931;30,4;4660000;"Asia";6,35;438;NA;NA
"391";"Togo";1802;683;31,3;446000;"Africa";6,34;427;NA;NA
"392";"Trinidad and Tobago";1802;1230;32,9;60000;"Americas";4,44;406;NA;NA
"393";"Tunisia";1802;716;28,8;863000;"Africa";6,4;460;NA;NA
"394";"Turkey";1802;1220;35;9800000;"Europe";6,92;380;NA;NA
"395";"Uganda";1802;464;25,3;2100000;"Africa";6,89;511;NA;NA
"396";"United Kingdom";1802;3450;38,6;12600000;"Europe";5,3;325;NA;NA
"397";"United States";1802;2200;39,4;7070000;"Americas";6,99;329;NA;NA
"398";"Uruguay";1802;1760;32,9;55000;"Americas";5,96;406;NA;NA
"399";"Venezuela";1802;682;32,2;718000;"Americas";5,64;415;NA;NA
"400";"Vietnam";1802;861;32;6550000;"Asia";4,7;417;NA;NA
"401";"Zambia";1802;667;32,6;747000;"Africa";6,71;410;NA;NA
"402";"Zimbabwe";1802;871;33,7;1090000;"Africa";6,75;396;NA;NA
"403";"Afghanistan";1803;603;28,2;3280000;"Asia";7;469;NA;NA
"404";"Albania";1803;667;35,4;414000;"Europe";4,6;375;NA;NA
"405";"Algeria";1803;718;28,8;2530000;"Africa";6,99;460;NA;NA
"406";"Angola";1803;626;27;1570000;"Africa";6,93;486;NA;NA
"407";"Argentina";1803;1510;33,2;534000;"Americas";6,8;402;NA;NA
"408";"Australia";1803;820;34;348000;"Oceania";6,44;391;NA;NA
"409";"Austria";1803;1870;34,4;3230000;"Europe";5,1;346;NA;NA
"410";"Bahrain";1803;1250;30,3;64500;"Asia";7,03;440;NA;NA
"411";"Bangladesh";1803;876;25,5;19300000;"Asia";6,7;508;NA;NA
"412";"Belgium";1803;2410;40;3180000;"Europe";4,84;322;NA;NA
"413";"Benin";1803;597;31;637000;"Africa";5,55;430;NA;NA
"414";"Bolivia";1803;854;33;1100000;"Americas";6,48;405;NA;NA
"415";"Bosnia and Herzegovina";1803;669;35,1;852000;"Europe";5,91;379;NA;NA
"416";"Botswana";1803;397;33,6;121000;"Africa";6,47;397;NA;NA
"417";"Brazil";1803;1110;32;3760000;"Americas";6,26;417;NA;NA
"418";"Bulgaria";1803;1090;35,9;2020000;"Europe";5,16;369;NA;NA
"419";"Burkina Faso";1803;480;29,2;1670000;"Africa";6,03;455;NA;NA
"420";"Burundi";1803;419;31,5;899000;"Africa";6,8;424;NA;NA
"421";"Cambodia";1803;904;35;2090000;"Asia";6,95;380;NA;NA
"422";"Cameroon";1803;626;28,8;1860000;"Africa";5,54;460;NA;NA
"423";"Canada";1803;1340;39;669000;"Americas";5,72;333;NA;NA
"424";"Central African Republic";1803;424;30;479000;"Africa";6,51;444;NA;NA
"425";"Chad";1803;418;30,9;1430000;"Africa";6,06;432;NA;NA
"426";"Chile";1803;1030;32;771000;"Americas";5,98;417;NA;NA
"427";"China";1803;984;32;3,3e+08;"Asia";5,5;417;NA;NA
"428";"Colombia";1803;963;32;1210000;"Americas";6,19;417;NA;NA
"429";"Comoros";1803;698;32,1;56300;"Africa";6,01;416;NA;NA
"430";"Congo, Dem. Rep.";1803;491;31,6;5160000;"Africa";5,99;423;NA;NA
"431";"Congo, Rep.";1803;580;32,7;314000;"Africa";5,67;409;NA;NA
"432";"Costa Rica";1803;775;30,2;54000;"Americas";6,93;441;NA;NA
"433";"Cote d'Ivoire";1803;822;31,2;1090000;"Africa";6,78;428;NA;NA
"434";"Croatia";1803;1110;36,1;1230000;"Europe";5,75;367;NA;NA
"435";"Cuba";1803;894;32,6;377000;"Americas";5,78;410;NA;NA
"436";"Czech Republic";1803;1920;35;5520000;"Europe";5,3;380;NA;NA
"437";"Denmark";1803;2020;44,8;1080000;"Europe";4,05;376;NA;NA
"438";"Djibouti";1803;759;29,9;22800;"Africa";6,3;445;NA;NA
"439";"Dominican Republic";1803;667;29,9;89000;"Americas";6,16;445;NA;NA
"440";"Ecuador";1803;529;32,9;5e+05;"Americas";6,98;406;NA;NA
"441";"Egypt";1803;791;33;4240000;"Africa";6,06;405;NA;NA
"442";"El Salvador";1803;975;28,7;248000;"Americas";5,9;462;NA;NA
"443";"Equatorial Guinea";1803;357;29,8;80400;"Africa";5,51;447;NA;NA
"444";"Eritrea";1803;532;30,2;205000;"Africa";6,96;441;NA;NA
"445";"Ethiopia";1803;523;29,7;2950000;"Africa";7,17;448;NA;NA
"446";"Finland";1803;1250;28,5;1e+06;"Europe";4,78;420;NA;NA
"447";"France";1803;1810;30,6;29600000;"Europe";4,26;396;NA;NA
"448";"Gabon";1803;390;30,6;158000;"Africa";6,49;436;NA;NA
"449";"Gambia";1803;814;28,8;103000;"Africa";6,51;460;NA;NA
"450";"Germany";1803;1670;38,4;23200000;"Europe";5,39;340;NA;NA
"451";"Ghana";1803;697;28;2020000;"Africa";6,43;471;NA;NA
"452";"Greece";1803;1380;36,6;2170000;"Europe";6,03;361;NA;NA
"453";"Guatemala";1803;857;25,8;477000;"Americas";6,45;503;NA;NA
"454";"Guinea";1803;450;29,5;984000;"Africa";6,11;451;NA;NA
"455";"Guinea-Bissau";1803;777;32;218000;"Africa";7,25;417;NA;NA
"456";"Haiti";1803;634;29;723000;"Americas";6,31;486;NA;NA
"457";"Honduras";1803;675;33,9;131000;"Americas";6,06;393;NA;NA
"458";"Hungary";1803;1250;36;3590000;"Europe";5,18;368;NA;NA
"459";"Iceland";1803;927;19,6;61400;"Europe";4,88;412;NA;NA
"460";"India";1803;1050;24;1,7e+08;"Asia";5,95;509;NA;NA
"461";"Indonesia";1803;995;30;16200000;"Asia";6,07;444;NA;NA
"462";"Iran";1803;977;25,6;6310000;"Asia";7,08;506;NA;NA
"463";"Iraq";1803;970;31,2;1080000;"Asia";7,13;428;NA;NA
"464";"Ireland";1803;1450;38,3;4200000;"Europe";4,2;348;NA;NA
"465";"Israel";1803;880;32;210000;"Asia";5,96;448;NA;NA
"466";"Italy";1803;2330;29,7;1,9e+07;"Europe";5,47;457;NA;NA
"467";"Jamaica";1803;1170;34,2;401000;"Americas";5,13;390;NA;NA
"468";"Japan";1803;1050;36,4;30400000;"Asia";4,17;363;NA;NA
"469";"Jordan";1803;976;31,7;217000;"Asia";6,97;421;NA;NA
"470";"Kenya";1803;862;25,5;2570000;"Africa";6,91;508;NA;NA
"471";"Kuwait";1803;1110;26;81300;"Asia";6,87;500;NA;NA
"472";"Lebanon";1803;1080;29,7;332000;"Asia";5,74;448;NA;NA
"473";"Lesotho";1803;394;32,8;276000;"Africa";5,84;407;NA;NA
"474";"Liberia";1803;797;31,1;314000;"Africa";6,19;429;NA;NA
"475";"Libya";1803;1050;33,1;532000;"Africa";7,2;405;NA;NA
"476";"Madagascar";1803;573;30,5;1560000;"Africa";6,89;437;NA;NA
"477";"Malawi";1803;350;30,3;737000;"Africa";6,78;440;NA;NA
"478";"Malaysia";1803;997;30,6;287000;"Asia";5,45;436;NA;NA
"479";"Mali";1803;603;26,4;1400000;"Africa";6,23;494;NA;NA
"480";"Mauritania";1803;528;32;383000;"Africa";6,34;417;NA;NA
"481";"Mauritius";1803;940;28,7;67000;"Africa";5,03;428;NA;NA
"482";"Mexico";1803;1380;26,9;6240000;"Americas";6,8;487;NA;NA
"483";"Mongolia";1803;592;31,8;619000;"Asia";5,94;420;NA;NA
"484";"Montenegro";1803;1060;35,4;127000;"Europe";5,9;375;NA;NA
"485";"Morocco";1803;715;33,1;2530000;"Africa";6,5;403;NA;NA
"486";"Mozambique";1803;391;30,3;2e+06;"Africa";6,63;440;NA;NA
"487";"Myanmar";1803;840;30,8;3510000;"Asia";6,03;433;NA;NA
"488";"Namibia";1803;540;32,4;229000;"Africa";5,96;412;NA;NA
"489";"Nepal";1803;654;32,8;3880000;"Asia";6,15;407;NA;NA
"490";"Netherlands";1803;4300;39,9;2270000;"Europe";5,11;324;NA;NA
"491";"New Zealand";1803;658;34;1e+05;"Oceania";5,25;391;NA;NA
"492";"Nicaragua";1803;974;25,4;219000;"Americas";6,16;509;NA;NA
"493";"Niger";1803;446;30,8;1240000;"Africa";6,83;433;NA;NA
"494";"Nigeria";1803;856;30,4;12100000;"Africa";6,55;438;NA;NA
"495";"Norway";1803;1280;38,7;883000;"Europe";4,2;336;NA;NA
"496";"Oman";1803;916;32,3;318000;"Asia";6,88;414;NA;NA
"497";"Pakistan";1803;1020;25,8;13200000;"Asia";6,59;502;NA;NA
"498";"Panama";1803;847;32,9;78800;"Americas";5,36;406;NA;NA
"499";"Paraguay";1803;835;35,5;143000;"Americas";6,49;374;NA;NA
"500";"Peru";1803;1200;35,7;1310000;"Americas";6,82;372;NA;NA
"501";"Philippines";1803;962;30,9;1890000;"Asia";6,34;432;NA;NA
"502";"Poland";1803;1230;35,9;9640000;"Europe";6,23;369;NA;NA
"503";"Portugal";1803;1680;35,6;3070000;"Europe";4,5;373;NA;NA
"504";"Romania";1803;815;35,7;5590000;"Europe";5,22;372;NA;NA
"505";"Rwanda";1803;433;31,8;928000;"Africa";7,07;420;NA;NA
"506";"Sao Tome and Principe";1803;855;31;22700;"Africa";6,23;444;NA;NA
"507";"Saudi Arabia";1803;847;32,1;2090000;"Asia";6,86;416;NA;NA
"508";"Senegal";1803;497;25,2;1010000;"Africa";5,7;512;NA;NA
"509";"Serbia";1803;1360;35,5;2150000;"Europe";5,9;374;NA;NA
"510";"Sierra Leone";1803;734;25,1;794000;"Africa";5,72;514;NA;NA
"511";"Singapore";1803;1020;29,1;30000;"Asia";5,46;456;NA;NA
"512";"Slovak Republic";1803;1430;36,4;2140000;"Europe";5,94;363;NA;NA
"513";"Slovenia";1803;1410;36,6;470000;"Europe";4,9;361;NA;NA
"514";"Somalia";1803;696;29,4;993000;"Africa";6,87;452;NA;NA
"515";"South Africa";1803;1480;33,5;1460000;"Africa";6,47;398;NA;NA
"516";"Spain";1803;1520;29,5;11600000;"Europe";5,13;451;NA;NA
"517";"Sri Lanka";1803;898;32,6;1210000;"Asia";5,68;410;NA;NA
"518";"Sudan";1803;518;31,4;4010000;"Africa";6,64;425;NA;NA
"519";"Swaziland";1803;490;32,3;86000;"Africa";6,71;414;NA;NA
"520";"Sweden";1803;1450;40,3;2380000;"Europe";4,45;275;NA;NA
"521";"Switzerland";1803;2700;38;1850000;"Europe";4,14;345;NA;NA
"522";"Syria";1803;1080;31,1;1340000;"Asia";6,85;429;NA;NA
"523";"Tanzania";1803;562;32,2;3020000;"Africa";6,74;415;NA;NA
"524";"Thailand";1803;931;30,4;4660000;"Asia";6,35;438;NA;NA
"525";"Togo";1803;683;31,3;446000;"Africa";6,34;427;NA;NA
"526";"Trinidad and Tobago";1803;1230;32,9;60000;"Americas";4,44;406;NA;NA
"527";"Tunisia";1803;716;28,8;864000;"Africa";6,4;460;NA;NA
"528";"Turkey";1803;1220;35;9820000;"Europe";6,92;380;NA;NA
"529";"Uganda";1803;464;25,3;2100000;"Africa";6,89;511;NA;NA
"530";"United Kingdom";1803;3340;37,3;12800000;"Europe";5,61;322;NA;NA
"531";"United States";1803;2170;39,4;7200000;"Americas";6,96;329;NA;NA
"532";"Uruguay";1803;1760;32,9;55000;"Americas";5,96;406;NA;NA
"533";"Venezuela";1803;682;32,2;718000;"Americas";5,64;415;NA;NA
"534";"Vietnam";1803;861;32;6550000;"Asia";4,7;417;NA;NA
"535";"Zambia";1803;668;32,6;747000;"Africa";6,71;410;NA;NA
"536";"Zimbabwe";1803;872;33,7;1090000;"Africa";6,75;396;NA;NA
"537";"Afghanistan";1804;603;28,2;3280000;"Asia";7;469;NA;NA
"538";"Albania";1804;667;35,4;416000;"Europe";4,6;375;NA;NA
"539";"Algeria";1804;719;28,8;2540000;"Africa";6,99;460;NA;NA
"540";"Angola";1804;628;27;1570000;"Africa";6,93;486;NA;NA
"541";"Argentina";1804;1510;33,2;534000;"Americas";6,8;402;NA;NA
"542";"Australia";1804;822;34;348000;"Oceania";6,42;391;NA;NA
"543";"Austria";1804;1880;34,4;3240000;"Europe";5,1;333;NA;NA
"544";"Bahrain";1804;1260;30,3;64500;"Asia";7,03;440;NA;NA
"545";"Bangladesh";1804;876;25,5;19400000;"Asia";6,7;508;NA;NA
"546";"Belgium";1804;2410;40;3200000;"Europe";4,83;322;NA;NA
"547";"Benin";1804;597;31;637000;"Africa";5,55;430;NA;NA
"548";"Bolivia";1804;854;33;1100000;"Americas";6,48;405;NA;NA
"549";"Bosnia and Herzegovina";1804;669;35,1;852000;"Europe";5,91;379;NA;NA
"550";"Botswana";1804;397;33,6;121000;"Africa";6,47;397;NA;NA
"551";"Brazil";1804;1110;32;3800000;"Americas";6,26;417;NA;NA
"552";"Bulgaria";1804;1090;36;2030000;"Europe";5,16;368;NA;NA
"553";"Burkina Faso";1804;480;29,2;1670000;"Africa";6,03;455;NA;NA
"554";"Burundi";1804;420;31,5;899000;"Africa";6,8;424;NA;NA
"555";"Cambodia";1804;904;35;2090000;"Asia";6,95;380;NA;NA
"556";"Cameroon";1804;626;28,8;1860000;"Africa";5,54;460;NA;NA
"557";"Canada";1804;1350;39;677000;"Americas";5,72;333;NA;NA
"558";"Central African Republic";1804;424;30;479000;"Africa";6,51;444;NA;NA
"559";"Chad";1804;418;30,9;1430000;"Africa";6,06;432;NA;NA
"560";"Chile";1804;1030;32;771000;"Americas";5,98;417;NA;NA
"561";"China";1804;984;32;3,33e+08;"Asia";5,5;417;NA;NA
"562";"Colombia";1804;963;32;1210000;"Americas";6,19;417;NA;NA
"563";"Comoros";1804;699;32,1;56300;"Africa";6,01;416;NA;NA
"564";"Congo, Dem. Rep.";1804;493;31,6;5160000;"Africa";5,99;423;NA;NA
"565";"Congo, Rep.";1804;581;32,7;314000;"Africa";5,67;409;NA;NA
"566";"Costa Rica";1804;775;30,2;54500;"Americas";6,93;441;NA;NA
"567";"Cote d'Ivoire";1804;825;31,2;1090000;"Africa";6,78;428;NA;NA
"568";"Croatia";1804;1120;36,1;1230000;"Europe";5,75;367;NA;NA
"569";"Cuba";1804;905;32,7;389000;"Americas";5,78;409;NA;NA
"570";"Czech Republic";1804;1920;35;5520000;"Europe";5,3;380;NA;NA
"571";"Denmark";1804;2030;42,8;1080000;"Europe";4,06;375;NA;NA
"572";"Djibouti";1804;762;29,9;22800;"Africa";6,3;445;NA;NA
"573";"Dominican Republic";1804;667;29,9;89000;"Americas";6,16;445;NA;NA
"574";"Ecuador";1804;529;32,9;5e+05;"Americas";6,98;406;NA;NA
"575";"Egypt";1804;791;33;4230000;"Africa";6,06;405;NA;NA
"576";"El Salvador";1804;975;28,7;248000;"Americas";5,9;462;NA;NA
"577";"Equatorial Guinea";1804;357;29,8;80400;"Africa";5,51;447;NA;NA
"578";"Eritrea";1804;532;30,2;205000;"Africa";6,96;441;NA;NA
"579";"Ethiopia";1804;523;29,7;2950000;"Africa";7,17;448;NA;NA
"580";"Finland";1804;1250;35,9;1010000;"Europe";5,24;420;NA;NA
"581";"France";1804;1820;29,4;29700000;"Europe";4,21;391;NA;NA
"582";"Gabon";1804;390;30,6;158000;"Africa";6,49;436;NA;NA
"583";"Gambia";1804;815;28,8;103000;"Africa";6,51;460;NA;NA
"584";"Germany";1804;1680;38,4;23300000;"Europe";5,38;340;NA;NA
"585";"Ghana";1804;698;28;2020000;"Africa";6,43;471;NA;NA
"586";"Greece";1804;1380;36,6;2180000;"Europe";6,03;361;NA;NA
"587";"Guatemala";1804;858;25,8;483000;"Americas";6,45;503;NA;NA
"588";"Guinea";1804;450;29,5;984000;"Africa";6,11;451;NA;NA
"589";"Guinea-Bissau";1804;778;32;218000;"Africa";7,25;417;NA;NA
"590";"Haiti";1804;634;29;723000;"Americas";6,31;486;NA;NA
"591";"Honduras";1804;675;33,9;131000;"Americas";6,06;393;NA;NA
"592";"Hungary";1804;1250;36;3620000;"Europe";5,18;368;NA;NA
"593";"Iceland";1804;927;24,8;61400;"Europe";4,88;412;NA;NA
"594";"India";1804;1050;23,5;1,7e+08;"Asia";5,95;509;NA;NA
"595";"Indonesia";1804;995;30;16300000;"Asia";6,07;444;NA;NA
"596";"Iran";1804;977;25,6;6330000;"Asia";7,08;506;NA;NA
"597";"Iraq";1804;970;31,2;1080000;"Asia";7,13;428;NA;NA
"598";"Ireland";1804;1450;38,3;4250000;"Europe";4,2;348;NA;NA
"599";"Israel";1804;880;32;210000;"Asia";5,95;448;NA;NA
"600";"Italy";1804;2430;29,7;19100000;"Europe";5,47;457;NA;NA
"601";"Jamaica";1804;1170;34,2;401000;"Americas";5,13;390;NA;NA
"602";"Japan";1804;1060;36,4;30400000;"Asia";4,2;363;NA;NA
"603";"Jordan";1804;976;31,7;217000;"Asia";6,97;421;NA;NA
"604";"Kenya";1804;864;25,5;2570000;"Africa";6,91;508;NA;NA
"605";"Kuwait";1804;1110;26;81300;"Asia";6,87;500;NA;NA
"606";"Lebanon";1804;1080;29,7;332000;"Asia";5,74;448;NA;NA
"607";"Lesotho";1804;394;32,8;276000;"Africa";5,84;407;NA;NA
"608";"Liberia";1804;797;31,1;314000;"Africa";6,19;429;NA;NA
"609";"Libya";1804;1050;33,1;533000;"Africa";7,2;405;NA;NA
"610";"Madagascar";1804;573;30,5;1570000;"Africa";6,89;437;NA;NA
"611";"Malawi";1804;350;30,3;737000;"Africa";6,78;440;NA;NA
"612";"Malaysia";1804;997;30,6;287000;"Asia";5,45;436;NA;NA
"613";"Mali";1804;603;26,4;1400000;"Africa";6,23;494;NA;NA
"614";"Mauritania";1804;528;32;383000;"Africa";6,34;417;NA;NA
"615";"Mauritius";1804;941;28,7;68400;"Africa";5,03;428;NA;NA
"616";"Mexico";1804;1380;26,9;6260000;"Americas";6,8;487;NA;NA
"617";"Mongolia";1804;592;31,8;619000;"Asia";5,94;420;NA;NA
"618";"Montenegro";1804;1060;35,4;127000;"Europe";5,9;375;NA;NA
"619";"Morocco";1804;715;33,1;2540000;"Africa";6,5;403;NA;NA
"620";"Mozambique";1804;391;30,3;2e+06;"Africa";6,63;440;NA;NA
"621";"Myanmar";1804;840;30,8;3510000;"Asia";6,03;433;NA;NA
"622";"Namibia";1804;540;32,4;229000;"Africa";5,96;412;NA;NA
"623";"Nepal";1804;654;32,8;3880000;"Asia";6,15;407;NA;NA
"624";"Netherlands";1804;4500;39,9;2270000;"Europe";5,11;324;NA;NA
"625";"New Zealand";1804;659;34;1e+05;"Oceania";5,25;391;NA;NA
"626";"Nicaragua";1804;974;25,4;219000;"Americas";6,16;509;NA;NA
"627";"Niger";1804;446;30,8;1240000;"Africa";6,83;433;NA;NA
"628";"Nigeria";1804;857;30,4;12100000;"Africa";6,55;438;NA;NA
"629";"Norway";1804;1290;40,5;888000;"Europe";3,94;336;NA;NA
"630";"Oman";1804;916;32,3;318000;"Asia";6,88;414;NA;NA
"631";"Pakistan";1804;1020;25,8;13200000;"Asia";6,59;502;NA;NA
"632";"Panama";1804;848;32,9;78800;"Americas";5,36;406;NA;NA
"633";"Paraguay";1804;836;35,5;143000;"Americas";6,49;374;NA;NA
"634";"Peru";1804;1200;35,7;1310000;"Americas";6,82;372;NA;NA
"635";"Philippines";1804;962;30,9;1890000;"Asia";6,3;432;NA;NA
"636";"Poland";1804;1230;35,9;9690000;"Europe";6,22;369;NA;NA
"637";"Portugal";1804;1680;35,6;3080000;"Europe";4,5;373;NA;NA
"638";"Romania";1804;816;35,7;5640000;"Europe";5,22;372;NA;NA
"639";"Rwanda";1804;433;31,8;928000;"Africa";7,07;420;NA;NA
"640";"Sao Tome and Principe";1804;857;31;22700;"Africa";6,23;442;NA;NA
"641";"Saudi Arabia";1804;848;32,1;2090000;"Asia";6,86;416;NA;NA
"642";"Senegal";1804;497;25,2;1010000;"Africa";5,7;512;NA;NA
"643";"Serbia";1804;1360;35,5;2150000;"Europe";5,9;374;NA;NA
"644";"Sierra Leone";1804;734;25,1;794000;"Africa";5,72;514;NA;NA
"645";"Singapore";1804;1020;29,1;30000;"Asia";5,46;456;NA;NA
"646";"Slovak Republic";1804;1430;36,4;2140000;"Europe";5,94;363;NA;NA
"647";"Slovenia";1804;1410;36,6;470000;"Europe";4,89;361;NA;NA
"648";"Somalia";1804;696;29,4;993000;"Africa";6,87;452;NA;NA
"649";"South Africa";1804;1480;33,5;1460000;"Africa";6,47;398;NA;NA
"650";"Spain";1804;1520;29,5;11700000;"Europe";5,13;451;NA;NA
"651";"Sri Lanka";1804;898;32,6;1210000;"Asia";5,68;410;NA;NA
"652";"Sudan";1804;519;31,4;4020000;"Africa";6,64;425;NA;NA
"653";"Swaziland";1804;490;32,3;86000;"Africa";6,71;414;NA;NA
"654";"Sweden";1804;1360;39,7;2390000;"Europe";4,52;272;NA;NA
"655";"Switzerland";1804;2700;38;1860000;"Europe";4,14;345;NA;NA
"656";"Syria";1804;1080;31,1;1340000;"Asia";6,85;429;NA;NA
"657";"Tanzania";1804;562;32,2;3020000;"Africa";6,74;415;NA;NA
"658";"Thailand";1804;931;30,4;4660000;"Asia";6,35;438;NA;NA
"659";"Togo";1804;683;31,3;446000;"Africa";6,34;427;NA;NA
"660";"Trinidad and Tobago";1804;1230;32,9;60000;"Americas";4,44;406;NA;NA
"661";"Tunisia";1804;716;28,8;865000;"Africa";6,4;460;NA;NA
"662";"Turkey";1804;1220;35;9830000;"Europe";6,92;380;NA;NA
"663";"Uganda";1804;464;25,3;2100000;"Africa";6,89;511;NA;NA
"664";"United Kingdom";1804;3290;41,4;1,3e+07;"Europe";5,65;321;NA;NA
"665";"United States";1804;2160;39,4;7340000;"Americas";6,94;329;NA;NA
"666";"Uruguay";1804;1760;32,9;55000;"Americas";5,96;406;NA;NA
"667";"Venezuela";1804;682;32,2;718000;"Americas";5,64;415;NA;NA
"668";"Vietnam";1804;861;32;6550000;"Asia";4,7;417;NA;NA
"669";"Zambia";1804;670;32,6;747000;"Africa";6,71;410;NA;NA
"670";"Zimbabwe";1804;873;33,7;1090000;"Africa";6,75;396;NA;NA
"671";"Afghanistan";1805;603;28,2;3280000;"Asia";7;469;NA;NA
"672";"Albania";1805;668;35,4;417000;"Europe";4,6;375;NA;NA
"673";"Algeria";1805;720;28,8;2550000;"Africa";6,99;460;NA;NA
"674";"Angola";1805;631;27;1570000;"Africa";6,93;486;NA;NA
"675";"Argentina";1805;1510;33,2;534000;"Americas";6,8;402;NA;NA
"676";"Australia";1805;824;34;347000;"Oceania";6,4;391;NA;NA
"677";"Austria";1805;1880;34,4;3250000;"Europe";5,1;321;NA;NA
"678";"Bahrain";1805;1260;30,3;64500;"Asia";7,03;440;NA;NA
"679";"Bangladesh";1805;876;25,5;19400000;"Asia";6,7;508;NA;NA
"680";"Belgium";1805;2410;40;3210000;"Europe";4,83;322;NA;NA
"681";"Benin";1805;597;31;637000;"Africa";5,55;430;NA;NA
"682";"Bolivia";1805;854;33;1100000;"Americas";6,48;405;NA;NA
"683";"Bosnia and Herzegovina";1805;669;35,1;852000;"Europe";5,91;379;NA;NA
"684";"Botswana";1805;398;33,6;121000;"Africa";6,47;397;NA;NA
"685";"Brazil";1805;1110;32;3840000;"Americas";6,26;417;NA;NA
"686";"Bulgaria";1805;1090;36;2040000;"Europe";5,16;368;NA;NA
"687";"Burkina Faso";1805;480;29,2;1670000;"Africa";6,03;455;NA;NA
"688";"Burundi";1805;420;31,5;899000;"Africa";6,8;424;NA;NA
"689";"Cambodia";1805;904;35;2090000;"Asia";6,95;380;NA;NA
"690";"Cameroon";1805;627;28,8;1860000;"Africa";5,54;460;NA;NA
"691";"Canada";1805;1360;39;684000;"Americas";5,72;333;NA;NA
"692";"Central African Republic";1805;424;30;479000;"Africa";6,51;444;NA;NA
"693";"Chad";1805;418;30,9;1430000;"Africa";6,06;432;NA;NA
"694";"Chile";1805;1030;32;771000;"Americas";5,98;417;NA;NA
"695";"China";1805;984;32;3,36e+08;"Asia";5,5;417;NA;NA
"696";"Colombia";1805;963;32;1210000;"Americas";6,19;417;NA;NA
"697";"Comoros";1805;700;32,1;56300;"Africa";6,01;416;NA;NA
"698";"Congo, Dem. Rep.";1805;495;31,6;5160000;"Africa";5,99;423;NA;NA
"699";"Congo, Rep.";1805;583;32,7;314000;"Africa";5,67;409;NA;NA
"700";"Costa Rica";1805;776;30,2;55000;"Americas";6,93;441;NA;NA
"701";"Cote d'Ivoire";1805;829;31,2;1090000;"Africa";6,78;428;NA;NA
"702";"Croatia";1805;1130;36,1;1230000;"Europe";5,75;367;NA;NA
"703";"Cuba";1805;915;32,9;4e+05;"Americas";5,78;406;NA;NA
"704";"Czech Republic";1805;1920;35;5520000;"Europe";5,29;380;NA;NA
"705";"Denmark";1805;2030;43;1080000;"Europe";4,06;374;NA;NA
"706";"Djibouti";1805;764;29,9;22800;"Africa";6,3;445;NA;NA
"707";"Dominican Republic";1805;667;29,9;89000;"Americas";6,16;445;NA;NA
"708";"Ecuador";1805;529;32,9;5e+05;"Americas";6,98;406;NA;NA
"709";"Egypt";1805;791;33;4230000;"Africa";6,06;405;NA;NA
